DRG Definition	Provider Id	Provider Name	Provider Street Address	Provider City	Provider State	Provider Zip Code	Hospital Referral Region Description	 Total Discharges 	 Average Covered Charges    Average Total Payments 	Average Medicare Payments
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100008	BAPTIST HOSPITAL OF MIAMI INC	8900 N KENDALL DR	MIAMI	FL	33176	FL - Miami	81	$88,884.74 	$15,159.83 	$14,354.93 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100009	UNIVERSITY OF MIAMI HOSPITAL	1400 NW 12TH AVE	MIAMI	FL	33136	FL - Miami	26	$92,655.76 	$16,038.15 	$15,008.03 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100012	LEE MEMORIAL HOSPITAL	2776 CLEVELAND AVE	FORT MYERS	FL	33901	FL - Fort Myers	46	$31,982.34 	$11,009.84 	$9,902.26 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100014	BERT FISH MEDICAL CENTER	401 PALMETTO ST	NEW SMYRNA BEAC	FL	32170	FL - Ormond Beach	11	$23,770.00 	$9,875.36 	$8,849.18 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100017	HALIFAX HEALTH MEDICAL CENTER	303 N CLYDE MORRIS BLVD	DAYTONA BEACH	FL	32114	FL - Ormond Beach	44	$41,635.54 	$12,653.59 	$10,511.36 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100018	NAPLES COMMUNITY HOSPITAL	350 7TH ST N	NAPLES	FL	34102	FL - Fort Myers	99	$33,166.52 	$10,483.50 	$9,635.24 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100019	HOLMES REGIONAL MEDICAL CENTER	1350 S HICKORY ST	MELBOURNE	FL	32901	FL - Orlando	74	$50,149.82 	$10,565.12 	$9,522.13 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100022	JACKSON MEMORIAL HOSPITAL	1611 NW 12TH AVE	MIAMI	FL	33136	FL - Miami	55	$81,108.45 	$26,157.76 	$25,335.30 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100023	CITRUS MEMORIAL HOSPITAL	502 HIGHLAND BLVD	INVERNESS	FL	34452	FL - Ocala	27	$32,238.00 	$9,324.07 	$8,492.66 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100025	SACRED HEART HOSPITAL	5151 N 9TH AVE	PENSACOLA	FL	32504	FL - Pensacola	51	$31,200.82 	$11,499.92 	$10,062.35 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100026	BAY MEDICAL CENTER	615 N BONITA AVE	PANAMA CITY	FL	32401	FL - Panama City	59	$38,045.61 	$10,448.54 	$8,880.52 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100028	PARRISH MEDICAL CENTER	951 N WASHINGTON AVE	TITUSVILLE	FL	32796	FL - Orlando	26	$39,275.26 	$10,622.15 	$9,763.73 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100029	NORTH SHORE MEDICAL CENTER	1100 NW 95TH ST	MIAMI	FL	33150	FL - Miami	45	$91,662.06 	$14,543.00 	$13,698.35 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100030	HEALTH CENTRAL	10000 W COLONIAL DR	OCOEE	FL	34761	FL - Orlando	11	$30,471.00 	$10,582.09 	$9,758.81 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100032	BAYFRONT MEDICAL CENTER INC	701 6TH ST S	SAINT PETERSBUR	FL	33701	FL - St. Petersburg	34	$64,702.44 	$13,020.38 	$12,293.55 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100034	MOUNT SINAI MEDICAL CENTER	4300 ALTON RD	MIAMI BEACH	FL	33140	FL - Miami	24	$70,314.70 	$16,272.12 	$15,475.62 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100035	MANATEE MEMORIAL HOSPITAL	206 2ND ST E	BRADENTON	FL	34208	FL - Bradenton	34	$58,750.67 	$11,448.94 	$10,620.35 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100038	MEMORIAL REGIONAL HOSPITAL	3501 JOHNSON ST	HOLLYWOOD	FL	33021	FL - Miami	39	$66,414.38 	$13,438.15 	$12,618.30 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100039	BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER	1600 S ANDREWS AVE	FORT LAUDERDALE	FL	33316	FL - Fort Lauderdale	22	$59,942.18 	$16,184.95 	$15,371.86 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100040	ST VINCENT'S MEDICAL CENTER	1 SHIRCLIFF WAY	JACKSONVILLE	FL	32204	FL - Jacksonville	68	$34,009.60 	$10,137.05 	$8,924.39 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100043	MEASE HOSPITAL DUNEDIN	601 MAIN STREET	DUNEDIN	FL	34698	FL - Clearwater	42	$35,037.97 	$9,449.33 	$8,675.33 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100044	MARTIN MEMORIAL MEDICAL CENTER	200 SE HOSPITAL AVE	STUART	FL	34995	FL - Fort Lauderdale	36	$57,561.11 	$10,509.94 	$9,636.61 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100045	FLORIDA HOSPITAL DELAND	701 W PLYMOUTH AVE	DELAND	FL	32720	FL - Orlando	17	$26,559.70 	$10,966.70 	$10,302.70 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100046	FLORIDA HOSPITAL ZEPHYRHILLS	7050 GALL BLVD	ZEPHYRHILLS	FL	33541	FL - Tampa	13	$54,711.00 	$10,027.15 	$8,987.15 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100047	CHARLOTTE REGIONAL MEDICAL CENTER	809 E MARION AVE	PUNTA GORDA	FL	33950	FL - Fort Myers	32	$68,707.71 	$10,256.93 	$9,695.93 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100052	WINTER HAVEN HOSPITAL	200 AVE F NE	WINTER HAVEN	FL	33881	FL - Orlando	30	$52,201.56 	$10,482.83 	$9,659.10 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100053	HIALEAH HOSPITAL	651 E 25TH ST	HIALEAH	FL	33013	FL - Miami	20	$98,705.55 	$24,207.45 	$15,039.30 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100057	FLORIDA HOSPITAL WATERMAN	1000 WATERMAN WAY	TAVARES	FL	32778	FL - Orlando	20	$27,232.35 	$9,891.55 	$8,940.55 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100061	MERCY HOSPITAL INC	3663 S MIAMI AVE	MIAMI	FL	33133	FL - Miami	14	$62,716.92 	$12,724.57 	$12,403.42 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100062	MUNROE REGIONAL MEDICAL CENTER	1500 SW 1ST AVE	OCALA	FL	34474	FL - Ocala	65	$30,287.27 	$9,372.38 	$8,575.70 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100063	MORTON PLANT NORTH BAY HOSPITAL	6600 MADISON STREET	NEW PORT RICHEY	FL	34652	FL - Hudson	20	$53,162.25 	$11,260.15 	$10,533.95 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100068	FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER	301 MEMORIAL MEDICAL PARKWAY	DAYTONA BEACH	FL	32117	FL - Ormond Beach	36	$32,893.25 	$10,134.66 	$9,326.00 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100070	VENICE REGIONAL MEDICAL CENTER	540 THE RIALTO	VENICE	FL	34285	FL - Sarasota	52	$37,078.63 	$9,718.67 	$8,878.28 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100071	BROOKSVILLE REGIONAL HOSPITAL	17240 CORTEZ BLVD	BROOKSVILLE	FL	34601	FL - Hudson	25	$71,785.08 	$10,859.52 	$10,096.16 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100072	FLORIDA HOSPITAL FISH MEMORIAL	1055 SAXON BLVD	ORANGE CITY	FL	32763	FL - Orlando	14	$42,822.71 	$10,870.85 	$9,914.28 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100073	HOLY CROSS HOSPITAL INC	4725 N FEDERAL HWY	FORT LAUDERDALE	FL	33308	FL - Fort Lauderdale	31	$60,433.80 	$10,605.00 	$9,809.90 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100075	ST JOSEPH'S HOSPITAL	3001 W MARTIN LUTHER KING JR BLVD	TAMPA	FL	33677	FL - Tampa	84	$48,965.08 	$12,485.25 	$11,628.52 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100077	PEACE RIVER REGIONAL MEDICAL CENTER	2500 HARBOR BLVD	PORT CHARLOTTE	FL	33952	FL - Fort Myers	25	$54,123.16 	$10,603.36 	$9,745.60 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100080	JFK MEDICAL CENTER	5301 S CONGRESS AVE	ATLANTIS	FL	33462	FL - Fort Lauderdale	67	$76,747.22 	$11,808.17 	$11,090.53 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100084	LEESBURG REGIONAL MEDICAL CENTER	600 E DIXIE AVE	LEESBURG	FL	34748	FL - Orlando	53	$33,789.47 	$10,288.98 	$9,547.47 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100086	BROWARD HEALTH NORTH BROWARD MEDICAL CENTER	201 E SAMPLE RD	POMPANO BEACH	FL	33064	FL - Fort Lauderdale	23	$38,035.21 	$11,448.65 	$10,472.65 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100087	SARASOTA MEMORIAL HOSPITAL	1700 S TAMIAMI TRL	SARASOTA	FL	34239	FL - Sarasota	67	$31,394.70 	$9,943.46 	$8,755.34 
069 - TRANSIENT ISCHEMIA	10055	FLOWERS HOSPITAL	4370 WEST MAIN STREET	DOTHAN	AL	36305	AL - Dothan	17	$26,806.52 	$4,006.23 	$2,688.11 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100088	BAPTIST MEDICAL CENTER	800 PRUDENTIAL DR	JACKSONVILLE	FL	32207	FL - Jacksonville	51	$62,738.49 	$11,579.23 	$10,487.58 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100090	FLAGLER HOSPITAL	400 HEALTH PARK BLVD	SAINT AUGUSTINE	FL	32086	FL - Jacksonville	37	$48,510.70 	$12,095.37 	$11,401.24 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100092	WUESTHOFF MEDICAL CENTER  ROCKLEDGE	110 LONGWOOD AVE	ROCKLEDGE	FL	32955	FL - Orlando	20	$36,979.55 	$10,572.35 	$9,616.55 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100093	BAPTIST HOSPITAL	1000 W MORENO ST	PENSACOLA	FL	32501	FL - Pensacola	41	$38,797.26 	$10,611.17 	$9,606.87 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100099	LAKE WALES MEDICAL CENTER	410 S 11TH ST	LAKE WALES	FL	33853	FL - Orlando	12	$83,906.75 	$10,394.41 	$9,477.33 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100105	INDIAN RIVER MEDICAL CENTER	1000 36TH ST	VERO BEACH	FL	32960	FL - Orlando	42	$20,754.28 	$11,548.71 	$9,325.21 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100109	FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER	4200 SUN N' LAKE BLVD	SEBRING	FL	33871	FL - Orlando	28	$57,316.25 	$10,659.60 	$9,896.03 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100110	OSCEOLA REGIONAL MEDICAL CENTER	700 WEST OAK STREET	KISSIMMEE	FL	34741	FL - Orlando	25	$73,588.44 	$14,538.20 	$9,947.04 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100113	SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA	1600 SW ARCHER RD	GAINESVILLE	FL	32610	FL - Gainesville	137	$36,678.39 	$17,120.43 	$16,052.91 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100118	FLORIDA HOSPITAL FLAGLER	60 MEMORIAL MEDICAL PKWY	PALM COAST	FL	32164	FL - Ormond Beach	23	$26,482.69 	$11,464.39 	$10,440.56 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100125	HOMESTEAD HOSPITAL	975 BAPTIST WAY	HOMESTEAD	FL	33033	FL - Miami	11	$99,768.72 	$19,571.54 	$18,313.90 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100126	PALMS OF PASADENA HOSPITAL	1501 PASADENA AVE SOUTH	SAINT PETERSBUR	FL	33707	FL - St. Petersburg	11	$38,992.45 	$8,900.90 	$8,080.54 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100127	MORTON PLANT HOSPITAL	300 PINELLAS ST	CLEARWATER	FL	33756	FL - Clearwater	27	$35,150.44 	$9,651.77 	$7,855.81 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100128	TAMPA GENERAL HOSPITAL	1 TAMPA GENERAL CIRCLE	TAMPA	FL	33606	FL - Tampa	101	$95,650.42 	$16,140.02 	$15,360.54 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100131	AVENTURA HOSPITAL AND MEDICAL CENTER	20900 BISCAYNE BLVD	AVENTURA	FL	33180	FL - Miami	31	$92,430.35 	$11,955.90 	$10,907.61 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100135	TALLAHASSEE MEMORIAL HEALTHCARE	1300 MICCOSUKEE RD	TALLAHASSEE	FL	32308	FL - Tallahassee	65	$42,223.23 	$12,620.06 	$11,755.67 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100137	HEART OF FLORIDA REGIONAL MEDICAL CENTER	40100 US HWY 27 N	DAVENPORT	FL	33837	FL - Orlando	11	$67,924.72 	$10,564.09 	$9,949.54 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100142	JACKSON HOSPITAL	4250 HOSPITAL DR	MARIANNA	FL	32446	AL - Dothan	11	$21,829.81 	$10,166.36 	$9,251.81 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100151	MAYO CLINIC	4500 SAN PABLO RD	JACKSONVILLE	FL	32224	FL - Jacksonville	36	$31,276.72 	$13,730.25 	$13,018.22 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100154	SOUTH MIAMI HOSPITAL, INC	6200 SW 73RD ST	SOUTH MIAMI	FL	33143	FL - Miami	18	$68,430.55 	$12,038.94 	$11,413.66 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100157	LAKELAND REGIONAL MEDICAL CENTER	1324 LAKELAND HILLS BLVD	LAKELAND	FL	33805	FL - Lakeland	66	$53,653.42 	$10,902.00 	$10,034.53 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100161	CENTRAL FLORIDA REGIONAL HOSPITAL	1401 W SEMINOLE BLVD	SANFORD	FL	32771	FL - Orlando	29	$53,985.13 	$11,092.72 	$10,111.51 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100166	DOCTORS HOSPITAL OF SARASOTA	5731 BEE RIDGE RD	SARASOTA	FL	34233	FL - Sarasota	16	$64,634.93 	$10,099.68 	$9,258.68 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100167	PLANTATION GENERAL HOSPITAL	401 NW 42ND AVE	PLANTATION	FL	33317	FL - Fort Lauderdale	15	$117,766.20 	$15,284.06 	$14,240.33 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100168	BOCA RATON REGIONAL HOSPITAL	800 MEADOWS RD	BOCA RATON	FL	33486	FL - Fort Lauderdale	61	$51,077.83 	$10,915.77 	$9,840.54 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100173	FLORIDA HOSPITAL TAMPA	3100 E FLETCHER AVE	TAMPA	FL	33613	FL - Tampa	57	$48,998.14 	$10,252.61 	$9,424.66 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100176	PALM BEACH GARDENS MEDICAL CENTER	3360 BURNS RD	PALM BEACH GARD	FL	33410	FL - Fort Lauderdale	19	$54,670.05 	$10,064.73 	$9,353.15 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100177	CAPE CANAVERAL HOSPITAL	701 W COCOA BEACH CAUSEWAY	COCOA BEACH	FL	32932	FL - Orlando	14	$46,318.71 	$10,620.57 	$9,740.35 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100179	MEMORIAL HOSPITAL JACKSONVILLE	3625 UNIVERSITY BLVD S	JACKSONVILLE	FL	32216	FL - Jacksonville	48	$82,767.81 	$11,451.35 	$9,404.64 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100180	ST PETERSBURG GENERAL HOSPITAL	6500 38TH AVE N	SAINT PETERSBUR	FL	33710	FL - St. Petersburg	12	$103,769.83 	$11,929.33 	$10,968.41 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100181	LARKIN COMMUNITY HOSPITAL	7031 SW 62ND AVE	SOUTH MIAMI	FL	33143	FL - Miami	11	$46,070.81 	$14,990.90 	$14,585.09 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100187	PALMETTO GENERAL HOSPITAL	2001 W 68TH ST	HIALEAH	FL	33016	FL - Miami	29	$125,881.86 	$15,192.17 	$14,176.62 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100189	NORTHWEST MEDICAL CENTER	2801 N STATE RD 7	MARGATE	FL	33063	FL - Fort Lauderdale	19	$62,529.52 	$10,083.42 	$9,434.78 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100191	MEDICAL CENTER OF TRINITY	9330 SR 54	TRINITY	FL	34655	FL - Hudson	28	$59,884.10 	$9,711.67 	$8,951.53 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	6500 NEWBERRY RD	GAINESVILLE	FL	32605	FL - Gainesville	43	$66,248.65 	$10,110.39 	$9,188.74 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100209	KENDALL REGIONAL MEDICAL CENTER	11750 BIRD RD	MIAMI	FL	33175	FL - Miami	35	$104,430.71 	$14,198.42 	$13,044.02 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100212	OCALA REGIONAL MEDICAL CENTER	1431 SW 1ST AVE	OCALA	FL	34478	FL - Ocala	34	$63,748.97 	$9,580.11 	$8,471.47 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100213	BLAKE MEDICAL CENTER	2020 59TH ST W	BRADENTON	FL	34209	FL - Bradenton	37	$50,021.59 	$9,589.89 	$8,737.56 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100220	GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM	13681 DOCTOR'S WAY	FORT MYERS	FL	33912	FL - Fort Myers	53	$40,959.28 	$10,934.20 	$9,504.52 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100223	FORT WALTON BEACH MEDICAL CENTER	1000 MAR-WALT DR	FORT WALTON BEA	FL	32547	FL - Pensacola	39	$100,005.66 	$10,358.76 	$9,592.87 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	7201 N UNIVERSITY DR	TAMARAC	FL	33321	FL - Fort Lauderdale	20	$99,379.10 	$10,767.05 	$8,814.20 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100226	ORANGE PARK MEDICAL CENTER	2001 KINGSLEY AVE	ORANGE PARK	FL	32073	FL - Jacksonville	35	$82,647.60 	$10,521.48 	$9,025.40 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100228	WESTSIDE REGIONAL MEDICAL CENTER	8201 W BROWARD BLVD	PLANTATION	FL	33324	FL - Fort Lauderdale	16	$94,883.68 	$10,424.87 	$9,792.12 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100231	WEST FLORIDA HOSPITAL	8383 N DAVIS HWY	PENSACOLA	FL	32514	FL - Pensacola	23	$57,995.82 	$10,579.04 	$9,747.91 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100236	FAWCETT MEMORIAL HOSPITAL	21298 OLEAN BLVD	PORT CHARLOTTE	FL	33952	FL - Fort Myers	35	$74,982.94 	$9,786.82 	$8,649.48 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100238	NORTHSIDE HOSPITAL	6000 49TH STREET N	SAINT PETERSBUR	FL	33709	FL - St. Petersburg	32	$112,122.21 	$12,452.87 	$10,089.81 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100242	GULF COAST MEDICAL CENTER	449 W 23RD ST	PANAMA CITY	FL	32405	FL - Panama City	22	$88,901.09 	$11,153.54 	$10,393.36 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100243	BRANDON REGIONAL HOSPITAL	119 OAKFIELD DR	BRANDON	FL	33511	FL - Tampa	31	$50,453.19 	$10,963.16 	$10,205.61 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100244	CAPE CORAL HOSPITAL	636 DEL PRADO BLVD	CAPE CORAL	FL	33990	FL - Fort Myers	16	$30,049.81 	$9,217.93 	$8,514.43 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100246	LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE	1700 S 23RD ST	FORT PIERCE	FL	34950	FL - Orlando	38	$90,016.26 	$12,680.55 	$11,399.39 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100248	LARGO MEDICAL CENTER	201 14TH ST SW	LARGO	FL	33770	FL - Clearwater	58	$74,632.10 	$11,162.55 	$10,403.81 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100249	SEVEN RIVERS REGIONAL MEDICAL CENTER	6201 N SUNCOAST BLVD	CRYSTAL RIVER	FL	34428	FL - Ocala	18	$36,971.22 	$9,844.88 	$9,095.55 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100252	RAULERSON HOSPITAL	1796 HWY 441 NORTH	OKEECHOBEE	FL	34972	FL - Orlando	15	$59,576.60 	$12,064.40 	$11,244.93 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100253	JUPITER MEDICAL CENTER	1210 S OLD DIXIE HWY	JUPITER	FL	33458	FL - Fort Lauderdale	15	$52,393.60 	$12,063.93 	$8,920.33 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100254	CAPITAL REGIONAL MEDICAL CENTER	2626 CAPITAL MEDICAL BLVD	TALLAHASSEE	FL	32308	FL - Tallahassee	23	$59,757.39 	$11,204.30 	$9,722.56 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100256	REGIONAL MEDICAL CENTER BAYONET POINT	14000 FIVAY ROAD	HUDSON	FL	34667	FL - Hudson	24	$71,494.00 	$9,738.79 	$8,942.29 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100258	DELRAY MEDICAL CENTER	5352 LINTON BLVD	DELRAY BEACH	FL	33484	FL - Fort Lauderdale	56	$72,121.35 	$10,385.25 	$9,562.75 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100259	SOUTH BAY HOSPITAL	4016 SUN CITY CENTER BLVD	SUN CITY CENTER	FL	33573	FL - Tampa	21	$70,195.33 	$9,570.76 	$8,163.04 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100260	ST LUCIE MEDICAL CENTER	1800 SE TIFFANY AVE	PORT SAINT LUCI	FL	34952	FL - Fort Lauderdale	38	$63,343.65 	$11,182.81 	$9,516.10 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100264	OAK HILL HOSPITAL	11375 CORTEZ BLVD	BROOKSVILLE	FL	34613	FL - Hudson	26	$93,246.42 	$11,534.15 	$10,358.80 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100265	MEASE COUNTRYSIDE HOSPITAL	3231 MCMULLEN BOOTH RD	SAFETY HARBOR	FL	34695	FL - Clearwater	38	$38,788.97 	$9,492.78 	$8,872.26 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100281	MEMORIAL HOSPITAL WEST	703 N FLAMINGO RD	PEMBROKE PINES	FL	33028	FL - Miami	29	$65,261.51 	$11,949.51 	$10,695.62 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100286	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	6101 PINE RIDGE ROAD	NAPLES	FL	34119	FL - Fort Myers	17	$80,303.52 	$11,231.76 	$10,440.23 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100287	GOOD SAMARITAN MEDICAL CENTER	1309 N FLAGLER DR	WEST PALM BEACH	FL	33401	FL - Fort Lauderdale	18	$46,568.55 	$10,429.94 	$9,675.27 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100288	ST MARY'S MEDICAL CENTER	901 45TH ST	WEST PALM BEACH	FL	33407	FL - Fort Lauderdale	36	$108,689.16 	$17,334.72 	$15,209.66 
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	100289	CLEVELAND CLINIC HOSPITAL	3100 WESTON RD	WESTON	FL	33331	FL - Miami	14	$43,758.50 	$10,493.78 	$9,530.35 
